Symbol,Description,Sector,Index,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Analyst rating
HDFCLIFE,HDFC Life Insurance Co. Ltd.,Finance,"Nifty 50, Nifty Financial Services, Nifty 500, Nifty Financial Services 25/50, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty Financial Services Ex-Bank, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Rural, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Low Volatility 50, Nifty Low Volatility 50",526.15,INR,2.36381322957198,4125818,1.2445216085900996,1117412513441,INR,57.502732240437155,9.15,INR,4.847026469577174,0.408282298046078,Strong buy
HEROMOTOCO,Hero Motocorp Limited,Consumer durables,"Nifty 500, Nifty Auto, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty India Consumption, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty EV & New Age Automotive, Nifty 500 Equal Weight, Nifty Transportation & Logistics, Nifty Mobility, Nifty 50 Value 20, Nifty Dividend Opportunities 50, Nifty Rural, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty India New Age Consumption, Nifty MidCap Liquid 15, Nifty 200 Quality 30, Nifty MidCap 150 Quality 50, Nifty MidSmallcap 400 Momentum Quality 100, Nifty 500 LargeMidSmall Equal-Cap, Nifty Low Volatility 50, Nifty Alpha Quality Low-Volatility 30, Nifty Alpha Quality Value Low-Volatility 30, Nifty Quality Low-Volatility 30",5280,INR,1.1881947106170947,501164,0.7353163848240455,1048339630920,INR,19.40605704204646,272.08,INR,8.15280041340382,3.53188239786178,Buy
HINDALCO,Hindalco Industries Limited,Non-energy minerals,"Nifty 50, Nifty 500, Nifty Metal, Nifty 200, Nifty Commodities, Nifty 100, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty India Manufacturing, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Momentum 50, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty 200 Alpha 30, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty Alpha Low Volatility 30, Nifty 500 Value 50, Nifty 200 Value 30, Nifty 100 Alpha 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multifactor MQVLv 50, Nifty India Select 5 Corporate Groups (MAATR), Nifty Alpha Quality Value Low-Volatility 30",1014,INR,-1.256208004674271,2172772,0.7468981310702755,2303407226562,INR,13.756613756613758,73.71,INR,-3.1533307055577526,0.48780487804878,Buy
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy minerals,"Nifty 500, Nifty Infrastructure, Nifty Oil and Gas, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty Energy, Nifty MidCap 50, Nifty PSE, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Commodities, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty Mobility, Nifty 50 Value 20, Nifty Dividend Opportunities 50, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty 500 Value 50, Nifty 500 Multicap Infrastructure 50:30:20, Nifty 200 Value 30, Nifty High Beta 50, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multifactor MQVLv 50",352.65,INR,1.074806534823732,2991765,0.6982392044078224,742610055908,INR,44.89782926984531,7.8545,INR,-83.63509459121593,6.94842406876791,Neutral
HINDUNILVR,Hindustan Unilever Limited,Consumer non-durables,"Nifty 50, Nifty 500, Nifty FMCG, Nifty 200, Nifty India Consumption, Nifty MNC, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty Rural, Nifty 100 Low Volatility 30, Nifty 200 Quality 30, Nifty Non-Cyclical Consumer, Nifty Growth Sectors 15, Nifty 100 Quality 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty Top 20 Equal Weight, Nifty Low Volatility 50, Nifty Top 15 Equal Weight, Nifty Alpha Quality Low-Volatility 30, Nifty Alpha Quality Value Low-Volatility 30, Nifty Quality Low-Volatility 30",1942.3,INR,-0.13881748071979666,1232506,0.9162241430911381,4569955095215,INR,30.51829086258206,63.6438,INR,38.524122740193526,2.10796915167095,Buy
ICICIBANK,ICICI Bank Limited,Finance,"Nifty 50, Nifty Bank, Nifty Financial Services, Nifty 500, Nifty Financial Services 25/50, Nifty Private Bank, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty Housing, Nifty 100 Equal Weight, Nifty Alpha Low Volatility 30, Nifty 100 Low Volatility 30, Nifty Top 10 Equal Weight Index, Nifty 500 LargeMidSmall Equal-Cap, Nifty Top 20 Equal Weight, Nifty Low Volatility 50, Nifty Top 15 Equal Weight, Nifty Alpha Quality Low-Volatility 30, Nifty Alpha Quality Value Low-Volatility 30, Nifty Quality Low-Volatility 30",1384.5,INR,-0.33114966525087536,10580641,0.9960554170529293,9977113376288,INR,17.896845915201656,77.36,INR,7.369882026370579,0.863247248399396,Strong buy
IDEA,Vodafone Idea Ltd,Communications,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty India Digital, Nifty LargeMidCap 250, Nifty 500 Momentum 50, Nifty MidCap 150 Momentum 50, Nifty 500 Equal Weight, Nifty MidSmall IT & Telecom, Nifty Rural, Nifty 200 Alpha 30, Nifty India New Age Consumption, Nifty 500 Multicap Infrastructure 50:30:20, Nifty High Beta 50, Nifty MidSmall India Consumption, Nifty 500 LargeMidSmall Equal-Cap, Nifty India Select 5 Corporate Groups (MAATR)",14.9,INR,-3.994845360824737,888431120,1.9978445105705596,1680400439485,INR,4.315713251267198,3.4525,INR,,0,Neutral
INDHOTEL,Indian Hotels Co. Ltd.,Consumer services,"Nifty 500, Nifty Next 50, Nifty Infrastructure, Nifty 200, Nifty India Consumption, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty India Tourism, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty India New Age Consumption, Nifty Tata Group 25% Cap, Nifty 500 Multicap Infrastructure 50:30:20, Nifty Non-Cyclical Consumer, Nifty MidSmall India Consumption, Nifty 500 LargeMidSmall Equal-Cap, Nifty India Select 5 Corporate Groups (MAATR)",715.75,INR,-0.9685230024213075,991880,0.5037033531150542,1027718085205,INR,47.47738066809945,15.0756,INR,9.733302276829901,0.450138504155125,Strong buy
INDIANB,Indian Bank,Finance,"Nifty 500, Nifty PSU Bank, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty MidCap 150 Momentum 50, Nifty 500 Equal Weight, Nifty Dividend Opportunities 50, Nifty MidSmall Financial Services, Nifty Rural, Nifty 200 Alpha 30, Nifty 500 Value 50, Nifty 200 Value 30, Nifty MidCap 150 Quality 50, Nifty MidSmallcap 400 Momentum Quality 100, Nifty 500 LargeMidSmall Equal-Cap",856.5,INR,-0.017510068289263676,1181088,1.041589115508036,1151654210815,INR,9.023987053502287,94.9137,INR,16.568087306597373,2.13450292397661,Strong buy
INDIGO,InterGlobe Aviation Ltd,Transportation,"Nifty 50, Nifty 500, Nifty Infrastructure, Nifty 200, Nifty India Consumption, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty India Tourism, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Transportation & Logistics, Nifty Mobility, Nifty 50 Value 20, Nifty India New Age Consumption, Nifty 500 Multicap Infrastructure 50:30:20, Nifty Non-Cyclical Consumer, Nifty High Beta 50, Nifty 100 Liquid 15, Nifty 500 LargeMidSmall Equal-Cap",4945,INR,-0.6030150753768844,813491,1.3964168251635893,1919567608736,INR,,-124.338,INR,-171.76382315595058,0.201434211586496,Buy
INFY,Infosys Limited,Technology services,"Nifty 50, Nifty 500, Nifty IT, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Digital, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty 100 Low Volatility 30, Nifty 200 Quality 30, Nifty Growth Sectors 15, Nifty Top 10 Equal Weight Index, Nifty 100 Quality 30, Nifty 500 Quality 50, Nifty 500 LargeMidSmall Equal-Cap, Nifty Top 20 Equal Weight, Nifty Low Volatility 50, Nifty Top 15 Equal Weight, Nifty Quality Low-Volatility 30",1036.5,INR,0.14492753623188406,8998529,1.039330586634246,4200270556641.0005,INR,14.001004992543603,74.0304,INR,12.70552700168076,4.63768115942029,Buy
IOC,Indian Oil Corp. Ltd.,Energy minerals,"Nifty 500, Nifty Next 50, Nifty Infrastructure, Nifty Oil and Gas, Nifty 200, Nifty Energy, Nifty PSE, Nifty Commodities, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Mobility, Nifty 50 Value 20, Nifty Dividend Opportunities 50, Nifty 500 Value 50, Nifty 200 Value 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multifactor MQVLv 50, Nifty 500 Low Volatility 50",134.94,INR,-0.48672566371681164,6629384,0.9542280483873409,1909897477539,INR,5.522248186055648,24.4357,INR,99.32215279703739,6.09981515711645,Buy
ITC,ITC Limited,Consumer non-durables,"Nifty 50, Nifty 500, Nifty FMCG, Nifty 200, Nifty India Consumption, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty Rural, Nifty 100 Low Volatility 30, Nifty 200 Quality 30, Nifty 200 Value 30, Nifty Non-Cyclical Consumer, Nifty Top 10 Equal Weight Index, Nifty 100 Quality 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multifactor MQVLv 50, Nifty Top 20 Equal Weight, Nifty Low Volatility 50, Nifty Top 15 Equal Weight, Nifty Alpha Quality Low-Volatility 30, Nifty Alpha Quality Value Low-Volatility 30, Nifty Quality Low-Volatility 30",259.3,INR,-0.5751533742331288,17541602,1.2014282403272631,3272779270530,INR,16.37067294640546,15.8393,INR,-43.17943750896829,5.55130168453293,Buy
JIOFIN,Jio Financial Services Limited,Finance,"Nifty 50, Nifty Financial Services, Nifty 500, Nifty Financial Services 25/50, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty Financial Services Ex-Bank, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty High Beta 50, Nifty 500 LargeMidSmall Equal-Cap, Nifty India Select 5 Corporate Groups (MAATR)",230.25,INR,-0.3246753246753247,8980169,0.7869639198380337,1525325709961,INR,71.59737554028422,3.2159,INR,25.758642264977322,0.25974025974026,Strong buy
JUBLFOOD,Jubilant Foodworks Limited,Consumer services,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty India Tourism, Nifty 500 Equal Weight, Nifty India New Age Consumption, Nifty Non-Cyclical Consumer, Nifty 500 LargeMidSmall Equal-Cap",473.8,INR,-0.4517281227019597,962855,1.1168749609962865,313756399658,INR,71.80202161031718,6.5987,INR,75.87153518123668,0.252365930599369,Buy
KAYNES,Kaynes Technology India Ltd.,Electronic technology,"Nifty 500, Nifty SmallCap 100, Nifty SmallCap 250, Nifty MidSmallCap 400, Nifty SmallCap 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty 500 Equal Weight, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty 500 Multicap Infrastructure 50:30:20, Nifty High Beta 50, Nifty 500 LargeMidSmall Equal-Cap",3499,INR,-3.208852005532503,848357,0.8274512779717872,241740361329,INR,68.73993163333463,50.902,INR,3.7123064384678135,0,Neutral
KOTAKBANK,Kotak Mahindra Bank Limited,Finance,"Nifty 50, Nifty Bank, Nifty Financial Services, Nifty 500, Nifty Financial Services 25/50, Nifty Private Bank, Nifty 200, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty Housing, Nifty 100 Equal Weight, Nifty 100 Low Volatility 30, Nifty Top 10 Equal Weight Index, Nifty 100 Liquid 15, Nifty 500 LargeMidSmall Equal-Cap, Nifty Top 20 Equal Weight, Nifty Low Volatility 50, Nifty Top 15 Equal Weight, Nifty Quality Low-Volatility 30",416.55,INR,0.61594202898551,7755254,0.5770561864294,4122308689284,INR,20.412813689889887,20.4063,INR,5.9319130380614284,0.156853281853282,Buy
LICI,Life Insurance Corp. of India,Finance,"Nifty 500, Nifty MidCap Select, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty Financial Services Ex-Bank, Nifty 500 Equal Weight, Nifty MidSmall Financial Services, Nifty Rural, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Low Volatility 50",405.6,INR,-0.46625766871165086,7670673,1.261475106660532,5152342856812,INR,8.539954184072228,47.4944,INR,23.284584754517933,2.45519273262951,Strong buy
LT,Larsen & Toubro Limited,Industrial services,"Nifty 50, Nifty 500, Nifty Infrastructure, Nifty 200, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty Housing, Nifty 100 Equal Weight, Nifty 100 Low Volatility 30, Nifty 500 Multicap Infrastructure 50:30:20, Nifty Top 10 Equal Weight Index, Nifty 500 LargeMidSmall Equal-Cap, Nifty Top 20 Equal Weight, Nifty Low Volatility 50, Nifty Top 15 Equal Weight",3955,INR,0.8259827665324043,1376951,1.0175178169867334,5400274398804,INR,32.80796350062215,120.55,INR,4.526142374057053,0.968152866242038,Buy
LUPIN,Lupin Limited,Health technology,"Nifty 500, Nifty Pharma, Nifty Healthcare, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250, Nifty MidCap 150 Momentum 50, Nifty 500 Equal Weight, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty MidSmall Healthcare, Nifty Alpha Low Volatility 30, Nifty MidSmallcap 400 Momentum Quality 100, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multifactor MQVLv 50, Nifty 500 Low Volatility 50, Nifty Low Volatility 50, Nifty Alpha Quality Low-Volatility 30, Nifty Alpha Quality Value Low-Volatility 30, Nifty Quality Low-Volatility 30",2077.8,INR,-1.0571428571428485,624838,0.8007597014762788,956600198242,INR,17.210303984096747,120.73,INR,49.38134125216532,0.860420650095602,Neutral
M&M,Mahindra & Mahindra Ltd.,Consumer durables,"Nifty 50, Nifty 500, Nifty Auto, Nifty 200, Nifty India Consumption, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty EV & New Age Automotive, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Transportation & Logistics, Nifty Mobility, Nifty 50 Value 20, Nifty Rural, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty India New Age Consumption, Nifty Growth Sectors 15, Nifty High Beta 50, Nifty 100 Alpha 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty Top 20 Equal Weight, Nifty India Select 5 Corporate Groups (MAATR), Nifty Top 15 Equal Weight",3123.8,INR,-0.831746031746026,2140618,1.0785715048702087,3917116131592,INR,19.01625372861752,164.27,INR,34.44917335079391,1.04761904761905,Strong buy
MARUTI,Maruti Suzuki India Limited,Consumer durables,"Nifty 50, Nifty 500, Nifty Auto, Nifty 200, Nifty India Consumption, Nifty MNC, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty EV & New Age Automotive, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Transportation & Logistics, Nifty Mobility, Nifty 50 Value 20, Nifty Rural, Nifty 500 Multicap India Manufacturing 50:30:20, Nifty India New Age Consumption, Nifty Alpha Low Volatility 30, Nifty 100 Low Volatility 30, Nifty Growth Sectors 15, Nifty 100 Quality 30, Nifty 100 Liquid 15, Nifty 100 Alpha 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Low Volatility 50, Nifty Top 20 Equal Weight, Nifty Low Volatility 50, Nifty Top 15 Equal Weight, Nifty Alpha Quality Low-Volatility 30, Nifty Alpha Quality Value Low-Volatility 30, Nifty Quality Low-Volatility 30",12590,INR,-0.22190521477254715,338613,0.742974813111488,3970275494507,INR,27.61496015790756,455.9123,INR,-1.368622179108366,1.10864745011086,Buy
MAXHEALTH,Max Healthcare Institute Ltd,Health services,"Nifty 50, Nifty 500, Nifty Infrastructure, Nifty Healthcare, Nifty 200, Nifty India Consumption, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty 500 Multicap Infrastructure 50:30:20, Nifty MidSmall India Consumption, Nifty 500 LargeMidSmall Equal-Cap",1038.6,INR,0.1060240963855334,2579310,1.34320299633145,1008801081116,INR,69.6579476861167,14.91,INR,27.109974424552423,0.192957067052581,Buy
MAZDOCK,Mazagon Dock Shipbuilders Ltd.,Producer manufacturing,"Nifty 500, Nifty Next 50, Nifty 200, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Manufacturing, Nifty LargeMidCap 250, Nifty India Defence, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Transportation & Logistics, Nifty 200 Quality 30, Nifty High Beta 50, Nifty 100 Quality 30, Nifty 500 Quality 50, Nifty 500 LargeMidSmall Equal-Cap",2383.2,INR,-1.062769843905694,395925,0.770434089526611,971742431763,INR,33.63840130082035,70.8476,INR,31.72493934126003,0.752179327521793,Neutral
MCX,Multi Commodity Exchange of India Limited,Finance,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty LargeMidCap 250, Nifty Capital Markets, Nifty 500 Momentum 50, Nifty MidCap 150 Momentum 50, Nifty Financial Services Ex-Bank, Nifty 500 Equal Weight, Nifty MidSmall Financial Services, Nifty 200 Alpha 30, Nifty MidCap Liquid 15, Nifty High Beta 50, Nifty MidSmallcap 400 Momentum Quality 100, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multicap Momentum Quality 50",3300,INR,-1.4925373134328357,1308638,0.6352084674140384,851685496112,INR,54.475042176888714,60.5782,INR,136.36030215063832,0.239517372494424,Buy
MOTHERSON,Samvardhana Motherson International Limited,Producer manufacturing,"Nifty 500, Nifty Next 50, Nifty Auto, Nifty Infrastructure, Nifty 200, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty India Manufacturing, Nifty LargeMidCap 250, Nifty EV & New Age Automotive, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Transportation & Logistics, Nifty Mobility, Nifty 50 Value 20, Nifty High Beta 50, Nifty 100 Alpha 30, Nifty 500 LargeMidSmall Equal-Cap",163.2,INR,-0.3054367745876604,5599332,0.4592441686153721,1728757869123,INR,39.27703304372939,4.1551,INR,32.06305819534055,0.366300366300366,Buy
MUTHOOTFIN,Muthoot Finance Ltd,Finance,"Nifty Financial Services, Nifty 500, Nifty Next 50, Nifty Financial Services 25/50, Nifty 200, Nifty 100, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty Financial Services Ex-Bank, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Rural, Nifty 200 Alpha 30, Nifty 100 Alpha 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multicap Momentum Quality 50",2841.5,INR,0.9413854351687388,408226,0.564748231296846,1132141100464,INR,10.030354043434627,283.2901,INR,84.78855875542219,1.06382978723404,Neutral
NAUKRI,Info Edge India Ltd.,Technology services,"Nifty 500, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty India Consumption, Nifty Services Sector, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Digital, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty India New Age Consumption, Nifty Non-Cyclical Consumer, Nifty 500 LargeMidSmall Equal-Cap",1265,INR,-0.15785319652722968,981803,0.7193405825468637,820252127686,INR,52.12196126905645,24.27,INR,53.70487650411654,0.66403162055336,Strong buy
NTPC,NTPC Limited,Utilities,"Nifty 50, Nifty 500, Nifty Infrastructure, Nifty 200, Nifty Energy, Nifty PSE, Nifty Commodities, Nifty CPSE, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty Housing, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty Rural, Nifty Alpha Low Volatility 30, Nifty 500 Value 50, Nifty 100 Low Volatility 30, Nifty 500 Multicap Infrastructure 50:30:20, Nifty 200 Value 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Low Volatility 50, Nifty Top 20 Equal Weight, Nifty Low Volatility 50, Nifty Alpha Quality Value Low-Volatility 30",335,INR,0.14947683109118087,6905905,0.7079985198054978,3231413949707,INR,11.700399909190926,28.6315,INR,15.877596283045433,2.65566391597899,Strong buy
PAYTM,One 97 Communications Ltd.,Finance,"Nifty 500, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Digital, Nifty LargeMidCap 250, Nifty MidCap 150 Momentum 50, Nifty Financial Services Ex-Bank, Nifty 500 Equal Weight, Nifty MidSmall Financial Services, Nifty 200 Alpha 30, Nifty India New Age Consumption, Nifty MidCap Liquid 15, Nifty High Beta 50, Nifty 500 LargeMidSmall Equal-Cap",1739,INR,-0.7136739937196689,1479094,0.4475471060293351,1124257246674,INR,173.72627372627372,10.01,INR,125.45045045045042,0,Buy
PERSISTENT,Persistent Systems Limited,Technology services,"Nifty 500, Nifty IT, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Digital, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty MidSmall IT & Telecom, Nifty MidCap Liquid 15, Nifty 200 Quality 30, Nifty Growth Sectors 15, Nifty MidCap 150 Quality 50, Nifty MidSmallcap 400 Momentum Quality 100, Nifty 500 Quality 50, Nifty 500 LargeMidSmall Equal-Cap",5509.5,INR,1.6700498246909021,516940,0.9226178259030479,850272500000,INR,45.106964787175684,122.143,INR,25.273073002028685,0.742115027829314,Neutral
PNB,Punjab National Bank,Finance,"Nifty Bank, Nifty 500, Nifty Next 50, Nifty PSU Bank, Nifty 200, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty Housing, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty Rural, Nifty 500 Value 50, Nifty 200 Value 30, Nifty 500 LargeMidSmall Equal-Cap",116.85,INR,1.072571576853209,18231772,1.4280362775253088,1328584234807,INR,6.080142364309018,19.2183,INR,31.335337934804897,2.59515570934256,Neutral
POLICYBZR,PB Fintech Limited,Technology services,"Nifty 500, Nifty 200, Nifty MidCap Select, Nifty MidCap 100, Nifty MidCap 50, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty India Digital, Nifty LargeMidCap 250, Nifty Financial Services Ex-Bank, Nifty 500 Equal Weight, Nifty MidSmall Financial Services, Nifty India New Age Consumption, Nifty 500 LargeMidSmall Equal-Cap",1800,INR,0,414006,0.399915651863208,832526929630,INR,111.9402985074627,16.08,INR,97.78597785977855,0,Buy
POWERGRID,Power Grid Corporation of India Limited,Utilities,"Nifty 50, Nifty 500, Nifty Infrastructure, Nifty 200, Nifty Energy, Nifty PSE, Nifty CPSE, Nifty Services Sector, Nifty 100, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 50 Equal Weight, Nifty LargeMidCap 250, Nifty 500 Equal Weight, Nifty 100 Equal Weight, Nifty Dividend Opportunities 50, Nifty 500 Value 50, Nifty 500 Multicap Infrastructure 50:30:20, Nifty 200 Value 30, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multifactor MQVLv 50, Nifty 500 Low Volatility 50, Nifty Low Volatility 50",271.75,INR,2.219296595824704,12187656,1.429026433138927,2473495618513,INR,15.90008835007694,17.0911,INR,3.3700457847210985,3.38409475465313,Buy
POWERINDIA,Hitachi Energy India Limited,Electronic technology,"Nifty 500, Nifty 200, Nifty MidCap 100, Nifty Energy, Nifty MidSmallCap 400, Nifty MidCap 150, Nifty MNC, Nifty Alpha 50, Nifty Total Market, Nifty 500 MultiCap 50:25:25, Nifty 200 Momentum 30, Nifty LargeMidCap 250, Nifty 500 Momentum 50, Nifty MidCap 150 Momentum 50, Nifty 500 Equal Weight, Nifty 200 Alpha 30, Nifty 500 Multicap Infrastructure 50:30:20, Nifty MidCap 150 Quality 50, Nifty MidSmallcap 400 Momentum Quality 100, Nifty 500 LargeMidSmall Equal-Cap, Nifty 500 Multicap Momentum Quality 50",31195,INR,-1.2191260291323622,49644,0.5217769677783488,1407595280609,INR,120.8663944928784,258.0949,INR,123.3922537356839,0.0253324889170361,Buy
